article id	publication date	researcher ids	title	doi	issn	publisher	volume	issue	pages
pub.1104305275	2018-06-01	ur.01364533746.76	Childhood Trauma Questionnaire (CTQ) correlations with prospective violence assessment in a longitudinal cohort.	10.1037/pas0000549	1040-3590	American Psychological Association (APA)	30	6	841
pub.1084208840	2018-06-01	ur.0746723400.29	A Longitudinal Assessment of the Effect of Resident‐Centered Care on Quality in Veterans Health Administration Community Living Centers	10.1111/1475-6773.12688	0017-9124	Wiley	53	3	1819-1833
pub.1110365308	2018-06-01	ur.015433055555.22||ur.014154343155.19	Optimization of Optical Performance and Dust Removal Efficiency of Electrodynamic Screen (EDS) Films for Improving Energy-Yield of Solar Collectors	10.1109/pvsc.2018.8547479		Institute of Electrical and Electronics Engineers (IEEE)	00		3451-3454
pub.1101902023	2018-06-01	ur.01344134026.10	The Impact of Isolation on Healthcare Worker Contact and Compliance With Infection Control Practices in Nursing Homes	10.1017/ice.2018.50	0899-823X	Cambridge University Press (CUP)	39	6	683-687
pub.1085712327	2018-06-01	ur.0704015755.33	The Relationship Between Spirituality/Religiousness and Unhealthy Alcohol Use Among HIV-Infected Adults in Southwestern Uganda	10.1007/s10461-017-1805-7	1090-7165	Springer Nature	22	6	1802-1813
pub.1101376220	2018-06-01	ur.01263341617.32	Tau Phosphorylation is Impacted by Rare AKAP9 Mutations Associated with Alzheimer Disease in African Americans	10.1007/s11481-018-9781-x	1557-1890	Springer Nature	13	2	254-264
pub.1101034929	2018-06-01	ur.016365243731.47||ur.01172306626.02	Neural mechanisms of navigation involving interactions of cortical and subcortical structures.	10.1152/jn.00498.2017	0022-3077	American Physiological Society	119	6	2007-2029
pub.1092949046	2018-06-01	ur.0704015755.33	Contraceptive Use Among HIV-Infected Females with History of Injection Drug Use in St. Petersburg, Russia	10.1007/s10461-017-1990-4	1090-7165	Springer Nature	22	6	1787-1791
pub.1104009861	2018-06-01	ur.013431226776.59	Membrane association of monotopic phosphoglycosyl transferase underpins function	10.1038/s41589-018-0054-z	1552-4450	Springer Nature	14	6	538-541
pub.1110721329	2018-06-01	ur.015755212036.07	Privacy-Preserving Indoor Localization via Active Scene Illumination	10.1109/cvprw.2018.00208		Institute of Electrical and Electronics Engineers (IEEE)			1661-1670
pub.1100554278	2018-06-01	ur.015213445327.18	Commentary: Heterogeneity of respiratory disease in children and young adults with sickle cell disease	10.1136/thoraxjnl-2017-211370	0040-6376	BMJ	73	6	503
pub.1099616556	2018-06-01	ur.01344134026.10	Electronic consults for improving vancomycin use	10.1016/j.jhin.2017.12.002	0195-6701	Elsevier	99	2	158-159
pub.1101626380	2018-06-01	ur.01344445762.36	Changes in the structural features of osteoarthritis in a year of weight loss	10.1016/j.joca.2018.03.003	1063-4584	Elsevier	26	Ann Rheum Dis 71 1 2012	775-782
pub.1101218946	2018-06-01	ur.015644665205.35	Correction to: Multilateral development banking in a fragmented climate finance system: shifting priorities in energy finance at the Asian Development Bank	10.1007/s10784-018-9394-0	1567-9764	Springer Nature	18	3	467-467
pub.1084205171	2018-06-01	ur.01246427270.47	A Practical SSVEP-Based Algorithm for Perceptual Dominance Estimation in Binocular Rivalry	10.1109/tcds.2017.2679224	2379-8920	Institute of Electrical and Electronics Engineers (IEEE)	10	2	476-482
pub.1090559708	2018-06-01	ur.01114263534.49	Closing the Productivity Gap: Improving Worker Productivity Through Public Relative Performance Feedback and Validation of Best Practices	10.1287/mnsc.2017.2745	0025-1909	Institute for Operations Research and the Management Sciences (INFORMS)	64	6	2628-2649
pub.1101627357	2018-06-01	ur.01047761776.48	Circular dichroism in the interband transitions of achiral metal nanoparticles: TiN and noble metals	10.1557/mrc.2018.40	2159-6859	Cambridge University Press (CUP)	8	2	459-465
pub.1103900942	2018-06-01	ur.01057476673.30	Global Model of Plasmaspheric Hiss From Multiple Satellite Observations	10.1029/2018ja025226	2169-9380	American Geophysical Union (AGU)	123	6	4526-4541
pub.1101249801	2018-06-01	ur.014570456104.29	Phosphodiesterase-5 Inhibitor Therapy for Pulmonary Hypertension in the United States. Actual versus Recommended Use	10.1513/annalsats.201710-762oc	2329-6933	American Thoracic Society	15	6	693-701
pub.1100468352	2018-06-04	ur.01032154416.45||ur.0660124635.17	Synthetic Biology: Immunotherapy by Design	10.1146/annurev-bioeng-062117-121147	1523-9829	Annual Reviews	20	1	1-24
pub.1104384845	2018-06-04	ur.01070646165.16	Bone Mechanical Properties in Healthy and Diseased States	10.1146/annurev-bioeng-062117-121139	1523-9829	Annual Reviews	20	1	119-143
pub.1104385037	2018-06-04	ur.013766172026.92	A Disintegrin and A Metalloproteinase-9 (ADAM9): A Novel Proteinase Culprit with Multifarious Contributions to COPD	10.1164/rccm.201711-2300oc	1073-449X	American Thoracic Society			
pub.1104384616	2018-06-05	ur.07651643425.11	Correction for Olsen et al., “Polyamines and Hypusination Are Required for Ebolavirus Gene Expression and Replication”	10.1128/mbio.01065-18	2161-2129	American Society for Microbiology	9	3	e01065-18
pub.1103903854	2018-06-07	ur.012465431674.51||ur.013323750077.63	Anomalous Phonon Modes in Black Phosphorus Revealed by Resonant Raman Scattering.	10.1021/acs.jpclett.8b01098	1948-7185	American Chemical Society (ACS)	9	11	2830-2837
pub.1104495321	2018-06-08	ur.0746723400.29	Lessons Learned From a Multisite Evaluation of Geriatric and Extended Care Programs.	10.1177/1524839918781332	1524-8399	SAGE Publications			1524839918781332
pub.1104469962	2018-06-11	ur.01033262057.22	Orally Efficacious Broad-Spectrum Ribonucleoside Analog Inhibitor of Influenza and Respiratory Syncytial Viruses	10.1128/aac.00766-18	0066-4804	American Society for Microbiology	62	8	e00766-18
pub.1104575405	2018-06-11	ur.012004042747.62	ON–OFF: a reactive routing algorithm for dynamic thermal management in 3D NoCs	10.1049/iet-cdt.2017.0139	1350-2387	Institution of Engineering and Technology (IET)			
pub.1104537818	2018-06-12	ur.016532272174.18	Segmentation of Glomeruli Within Trichrome Images Using Deep Learning	10.1101/345579		Cold Spring Harbor Laboratory			345579
pub.1104593966	2018-06-13	ur.0660124635.17	Inducible gene switches with memory in human T cells for cellular immunotherapy	10.1101/346783		Cold Spring Harbor Laboratory			346783
pub.1101875750	2018-06-13	ur.01111115023.50||ur.01352255105.12	The Effect of Facial Burns on Long-Term Outcomes in Young Adults: A 5-Year Study.	10.1093/jbcr/irx006	1559-047X	Oxford University Press (OUP)	39	4	497-506
pub.1104596326	2018-06-14	ur.016454107046.27||ur.01200136257.56||ur.07751035646.51||ur.015033243422.35	Dietary Cholesterol, Lipid Levels, and Cardiovascular Risk among Adults with Diabetes or Impaired Fasting Glucose in the Framingham Offspring Study	10.3390/nu10060770	2072-6643	MDPI	10	6	770
pub.1104557535	2018-06-14	ur.01057476673.30	A statistical study of the spatial distribution and source-region size of chorus waves using Van Allen Probes data	10.5194/angeo-36-867-2018	0992-7689	Copernicus Publications	36	3	867-878
pub.1104359452	2018-06-15	ur.012510440636.64	Time domain diffuse correlation spectroscopy: modeling the effects of laser coherence length and instrument response function.	10.1364/ol.43.002756	0146-9592	The Optical Society	43	12	2756-2759
pub.1104294151	2018-06-16	ur.07370761453.50	A Maximum Spreading Speed for Magnetopause Reconnection	10.1029/2018gl078230	0094-8276	American Geophysical Union (AGU)	45	11	5268-5273
pub.1104381075	2018-06-16	ur.016617074433.70	Generation of Electron Acoustic Waves in the Topside Ionosphere From Coupling With Kinetic Alfven Waves: A New Electron Energization Mechanism	10.1029/2018gl077898	0094-8276	American Geophysical Union (AGU)	45	11	5299-5304
pub.1104394046	2018-06-16	ur.016617074433.70||ur.01057476673.30	Highly Oblique Lower‐Band Chorus Statistics: Dependencies of Wave Power on Refractive Index and Geomagnetic Activity	10.1029/2018ja025337	2169-9380	American Geophysical Union (AGU)	123	6	4767-4784
pub.1104896429	2018-06-18	ur.014632405755.77	Novel genetic associations for blood pressure identified via gene-alcohol interaction in up to 570K individuals across multiple ancestries	10.1371/journal.pone.0198166	1932-6203	Public Library of Science (PLoS)	13	6	e0198166
pub.1101819040	2018-06-19	ur.011003441512.14||ur.013173763112.69||ur.01140514166.67	Mini-Review: Ergothioneine and Ovothiol Biosyntheses, an Unprecedented Trans-Sulfur Strategy in Natural Product Biosynthesis.	10.1021/acs.biochem.8b00239	0006-2960	American Chemical Society (ACS)	57	24	3309-3325
pub.1104503136	2018-06-19	ur.01317166556.42	Relaxin Family Member Insulin‐Like Peptide 6 Ameliorates Cardiac Fibrosis and Prevents Cardiac Remodeling in Murine Heart Failure Models	10.1161/jaha.117.008441	2047-9980	Wolters Kluwer	7	12	
pub.1105019898	2018-06-20	ur.0767651144.84	Optimal imitation capacity and crossover phenomenon in the dynamics of social contagions	10.1088/1742-5468/aac914	1742-5468	IOP Publishing	2018	6	063405
pub.1105085875	2018-06-22	ur.0763033774.97	Identification of STK25 as a direct activator of LATS signaling	10.1101/354233		Cold Spring Harbor Laboratory			354233
pub.1105092354	2018-06-25	ur.016221236705.55	Acoustic characterization of a porous metasurface with embedded partitions	10.2514/6.2018-3277		American Institute of Aeronautics and Astronautics (AIAA)			
pub.1105093169	2018-06-25	ur.016221236705.55	Reflected wave manipulation by varying-depth acoustic liners	10.2514/6.2018-4103		American Institute of Aeronautics and Astronautics (AIAA)			
pub.1105630046	2018-06-25	ur.015066125660.30	Correction: Statistics and structure of turbulence in fan/FEGV interstage and their aeroacoustic implications	10.2514/6.2018-4186.c1		American Institute of Aeronautics and Astronautics (AIAA)			
pub.1105091887	2018-06-25	ur.016221236705.55	Sound extrapolation methods for turbulent flows based on indirect acoustic variables	10.2514/6.2018-2804		American Institute of Aeronautics and Astronautics (AIAA)			
pub.1105092671	2018-06-25	ur.016221236705.55	Random-eddy-superposition technique for leading edge noise predictions	10.2514/6.2018-3597		American Institute of Aeronautics and Astronautics (AIAA)			
pub.1105093251	2018-06-25	ur.015066125660.30	Statistics and structure of turbulence in fan/FEGV interstage and their aeroacoustic implications	10.2514/6.2018-4186		American Institute of Aeronautics and Astronautics (AIAA)			
pub.1105177398	2018-06-27	ur.012561557607.67	Risk of meticillin resistant Staphylococcus aureus and Clostridium difficile in patients with a documented penicillin allergy: population based matched cohort study	10.1136/bmj.k2400	0959-8138	BMJ	361		k2400
pub.1105223524	2018-06-30	ur.010240402014.24	PROTEIN-CODING VARIANTS IMPLICATE NOVEL GENES RELATED TO LIPID HOMEOSTASIS CONTRIBUTING TO BODY FAT DISTRIBUTION	10.1101/352674		Cold Spring Harbor Laboratory			352674
pub.1101684124	2018-07-01	ur.015033243422.35	Dietary Protein and Preservation of Physical Functioning Among Middle-Aged and Older Adults in the Framingham Offspring Study.	10.1093/aje/kwy014	0002-9262	Oxford University Press (OUP)	187	7	1411-1419
pub.1106205454	2018-07-01	ur.0736441273.99||ur.010455633157.08	Abstract 2047: N -glycosylation modulates endothelial cell receptor tyrosine kinase VEGFR-2 ligand-dependent activation and signaling	10.1158/1538-7445.am2018-2047		American Association for Cancer Research (AACR)			2047-2047
pub.1106209749	2018-07-01	ur.01353026566.06	Abstract 684: Inhibition of translation by aglaiastatins: Mechanism of action	10.1158/1538-7445.am2018-684		American Association for Cancer Research (AACR)			684-684
pub.1106205962	2018-07-01	ur.0736441273.99||ur.010455633157.08	Abstract 2516: Inhibition of Β-catenin/CBP signaling in oral cancer alters EGFR N-glycosylation and abundance	10.1158/1538-7445.am2018-2516		American Association for Cancer Research (AACR)			2516-2516
pub.1106207469	2018-07-01	ur.01353026566.06	Abstract 3903: Rocaglamide A and synthetic analogues sensitize resistant renal carcinoma cells to TRAIL-induced apoptosis and inhibit cell proliferation	10.1158/1538-7445.am2018-3903		American Association for Cancer Research (AACR)			3903-3903
pub.1106205979	2018-07-01	ur.010751006240.32	Abstract 2531: Diagnostic evaluation of indeterminate pulmonary nodules via rna-seq of bronchial epithelium	10.1158/1538-7445.am2018-2531		American Association for Cancer Research (AACR)			2531-2531
pub.1104251784	2018-07-01	ur.016363760651.29	Variability in oceanographic barriers to coral larval dispersal: do currents shape biodiversity?	10.1016/j.pocean.2018.05.007	0079-6611	Elsevier	165	J. Geophys. Res. 112 C11 2007	110-122
pub.1105751989	2018-07-01	ur.0633536073.46	Characteristics of State Policies Impact Health Care Delivery	10.1097/mlr.0000000000000967	0025-7079	Wolters Kluwer	56	9	798-804
pub.1105714479	2018-07-01	ur.0767651144.84	A multiple perspective method for urban subway network robustness analysis	10.1063/1.5023766	2158-3226	AIP Publishing	8	7	075219
pub.1105572418	2018-07-01	ur.012561557607.67	A systematic review of how patients value COPD outcomes	10.1183/13993003.00222-2018	0903-1936	European Respiratory Society (ERS)	52	1	1800222
pub.1101211383	2018-07-01	ur.01143723303.18	What does the Managing Emotions branch of the MSCEIT add to the MATRICS consensus cognitive battery?	10.1016/j.schres.2018.02.018	0920-9964	Elsevier	197	Schizophr. Res. 85 1–3 2006	414-420
pub.1085086031	2018-07-01	ur.012561557607.67	Valgus malalignment and prevalence of lateral compartmental radiographic knee osteoarthritis (OA): The Wuchuan OA study	10.1111/1756-185x.13079	0219-0494	Wiley	21	7	1385-1390
pub.1105481205	2018-07-01	ur.01031410061.21||ur.01264125436.15||ur.01155132074.18	A MicroRNA-Based Gene-Targeting Tool for Virally Labeling Interneurons in the Rodent Cortex	10.1016/j.celrep.2018.06.049	2211-1247	Elsevier	24	2	294-303
pub.1104437208	2018-07-01	ur.015256363056.77	AJPH Instagram Photo Contest-National Public Health Week "Changing Our Future Together".	10.2105/ajph.2018.304495	0090-0036	American Public Health Association	108	7	937
pub.1092649400	2018-07-01	ur.015024677503.46	Multi-layer Virtual Transport Network Design	10.1007/s10922-017-9442-z	1064-7570	Springer Nature	26	3	755-789
pub.1091894427	2018-07-01	ur.013434543533.04	Efficacy of a Work Disability Prevention Program for People with Rheumatic and Musculoskeletal Conditions: A Single‐Blind Parallel‐Arm Randomized Controlled Trial	10.1002/acr.23423	2151-464X	Wiley	70	7	1022-1029
pub.1107759423	2018-07-01	ur.01103765305.85	CEREBROSPINAL FLUID TAU, Aβ, AND STREM2 IN FORMER NATIONAL FOOTBALL LEAGUE PLAYERS: MODELING THE RELATIONSHIP BETWEEN REPETITIVE HEAD IMPACTS, MICROGLIAL ACTIVATION, AND NEURODEGENERATION	10.1016/j.jalz.2018.06.027	1552-5260	Elsevier	14	7	p275-p276
pub.1103628793	2018-07-01	ur.010240402014.24	Dietary patterns with fresh fruits and vegetables consumption and quality of sleep among older adults in mainland China	10.1007/s41105-018-0163-9	1446-9235	Springer Nature	16	3	293-305
pub.1104133516	2018-07-01	ur.01327134615.25	Semantic future thinking and executive functions at age 4: The moderating role of frontal brain electrical activity	10.1002/dev.21629	0012-1630	Wiley	60	5	608-614
pub.1105643499	2018-07-01	ur.0641244015.92	CIP2A Causes Tau/APP Phosphorylation, Synaptopathy, and Memory Deficits in Alzheimer’s Disease	10.1016/j.celrep.2018.06.009	2211-1247	Elsevier	24	3	713-723
pub.1106079625	2018-07-01	ur.01327134615.25	Episodic memory in middle childhood: Age, brain electrical activity, and self-reported attention	10.1016/j.cogdev.2018.03.003	0885-2014	Elsevier	47	Journal of Experimental Child Psychology 139 2015	63-70
pub.1107763824	2018-07-01	ur.01103765305.85	CONCUSSION, MICROVASCULAR INJURY, AND EARLY TAUOPATHY IN YOUNG ATHLETES AFTER IMPACT HEAD INJURY AND AN IMPACT CONCUSSION MOUSE MODEL	10.1016/j.jalz.2018.06.2361	1552-5260	Elsevier	14	7	p230-p231
pub.1103253365	2018-07-01	ur.016221236705.55	A numerical investigation of the airfoil-gust interaction noise in transonic flows: Acoustic processes	10.1016/j.jsv.2018.04.010	0022-460X	Elsevier	425	J. Sound Vib. 41 4 1975	239-256
pub.1103635740	2018-07-01	ur.012561557607.67	Sharp decline in hydroxychloroquine dosing—analysis of 17,797 initiators from 2007 to 2016	10.1007/s10067-018-4116-0	0770-3198	Springer Nature	37	7	1853-1859
pub.1106152406	2018-07-01	ur.01204131047.09	Rehabilitation of the edentulous mandible with implant‐supported overdentures on telescopic abutments and immediate loading. A controlled prospective clinical study	10.1111/jerd.12406	1496-4155	Wiley	30	4	369-377
pub.1092592463	2018-07-01	ur.0762116220.11	Downhill exercise alters immunoproteasome content in mouse skeletal muscle	10.1007/s12192-017-0857-y	1355-8145	Springer Nature	23	4	507-517
pub.1101553676	2018-07-01	ur.01103765305.85	National Football League Head, Neck and Spine Committee’s Concussion Diagnosis and Management Protocol: 2017-18 season	10.1136/bjsports-2018-099203	0306-3674	BMJ	52	14	bjsports-2018-099203
pub.1101351374	2018-07-01	ur.012473515721.10	From intuition to intervention: developing an intonation‐based treatment for autism	10.1111/nyas.13609	0077-8923	Wiley	1423	1	229-241
pub.1107761945	2018-07-01	ur.0745703346.90	ALZHEIMER’S DISEASE BIOMARKERS IN VITREOUS OF PATIENTS UNDERGOING VITRECTOMY ARE ASSOCIATED WITH COGNITIVE FUNCTION TESTING AND APOE GENOTYPES	10.1016/j.jalz.2018.06.799	1552-5260	Elsevier	14	7	p712
pub.1105346675	2018-07-01	ur.012410200214.64	MART-10, a 1α,25(OH)2D3 Analog, Potently Represses Metastasis of ER+ Breast Cancer Cells with VEGF-A Overexpression.	10.21873/anticanres.12672	0250-7005	International Institute of Anticancer Research	38	7	3879-3887
pub.1100512686	2018-07-01	ur.01031410061.21||ur.01155132074.18	Mild Blast Injury Produces Acute Changes in Basal Intracellular Calcium Levels and Activity Patterns in Mouse Hippocampal Neurons	10.1089/neu.2017.5029	0897-7151	Mary Ann Liebert	35	13	1523-1536
pub.1105353863	2018-07-01	ur.016221236705.55	On the frequency domain formulation of the generalized sound extrapolation method.	10.1121/1.5044515	0001-4966	Acoustical Society of America (ASA)	144	1	24
pub.1107763833	2018-07-01	ur.012626737620.12	RARE CODING MUTATIONS ASSOCIATED WITH ALZHEIMER DISEASE AND OTHER DEMENTIAS	10.1016/j.jalz.2018.06.3014	1552-5260	Elsevier	14	7	p1649-p1651
pub.1085051382	2018-07-01	ur.0731312027.56	The Influence of First‐Hand Testimony and Hearsay on Children's Belief in the Improbable	10.1111/cdev.12815	0009-3920	Wiley	89	4	1133-1140
pub.1100565199	2018-07-01	ur.012674027322.81	Baseline and Serial Brain Natriuretic Peptide Level Predicts 5-Year Overall Survival in Patients With Pulmonary Arterial Hypertension: Data From the REVEAL Registry	10.1016/j.chest.2018.01.009	0012-3692	Elsevier	154	1	126-135
pub.1103154635	2018-07-01	ur.0710017377.40||ur.011524711570.93||ur.0730574763.03	Software for Peak Finding and Elemental Composition Assignment for Glycosaminoglycan Tandem Mass Spectra	10.1074/mcp.ra118.000590	1535-9476	American Society for Biochemistry & Molecular Biology (ASBMB)	17	7	1448-1456
pub.1104437183	2018-07-01	ur.015256363056.77	Is Arming Teachers Our Nation's Best Response to Gun Violence? The Perspective of Public Health Students.	10.2105/ajph.2018.304477	0090-0036	American Public Health Association	108	7	862-863
pub.1101702644	2018-07-01	ur.0710651575.67||ur.0710005550.00||ur.01054616047.73||ur.0632773120.53	Notch and Aryl Hydrocarbon Receptor Signaling Impact Definitive Hematopoiesis from Human Pluripotent Stem Cells	10.1002/stem.2822	1066-5099	Wiley	36	7	1004-1019
pub.1104331026	2018-07-01	ur.0771077630.42	Defective endothelial cell migration in the absence of Cdc42 leads to capillary-venous malformations	10.1242/dev.161182	0950-1991	The Company of Biologists	145	13	dev.161182
pub.1106208151	2018-07-01	ur.01245477547.30||ur.013646117414.63	Abstract 4529: Effect of preanalytic variables on established and emerging thrombosis-related biomarkers in an ethnically and racially diverse population of cancer patients and healthy subjects at a safety net hospital	10.1158/1538-7445.am2018-4529		American Association for Cancer Research (AACR)			4529-4529
pub.1103876209	2018-07-01	ur.0662334470.09	Increased butyrate priming in the gut stalls microbiome associated-gastrointestinal inflammation and hepatic metabolic reprogramming in a mouse model of Gulf War Illness	10.1016/j.taap.2018.05.006	0041-008X	Elsevier	350	Toxicology 372 2016	64-77
pub.1104124476	2018-07-01	ur.01016754075.04	Self-reported task-oriented physical activity: A comparison with objective daily step count in COPD	10.1016/j.rmed.2018.05.012	0954-6111	Elsevier	140	Thorax 68 2013	63-70
pub.1105688092	2018-07-01	ur.01143235167.73	Anterior Cruciate Ligament Reconstruction With Achilles Tendon Allograft in a Patient With Ehlers-Danlos Syndrome	10.1177/2325967118785170	2325-9671	SAGE Publications	6	7	2325967118785170
pub.1104158380	2018-07-01	ur.01173746406.51	Equal Management of Equal Risks	10.1097/lgt.0000000000000402	1089-2591	Wolters Kluwer	22	3	237-241
pub.1103202154	2018-07-01	ur.0637425550.47||ur.011441354564.40	The involvement of Kav001 in inhibition of LPS/P. gingivalis‐induced	10.1002/jcb.26805	0730-2312	Wiley	119	7	6072-6079
pub.1105453617	2018-07-01	ur.014502451446.90	Eclectic Styles and Classical Performance: Motivation and Self-Efficacy Belief at Two Summer Music Camps	10.1177/1948499218769632	1948-4992	SAGE Publications	8	1	33-49
pub.1105815878	2018-07-01	ur.01344134026.10	Combination Antimicrobial Prophylaxis for Hysterectomy	10.1097/ogx.0000000000000570	0029-7828	Wolters Kluwer	73	7	396-397
pub.1101636755	2018-07-01	ur.014620650437.58	Corrigendum to “General distress is more important than PTSD’s cognitions and mood alterations factor in accounting for PTSD and depression’s comorbidity” [J. Affect. Disord. 211 (2017) 118–123]	10.1016/j.jad.2018.03.004	0165-0327	Elsevier	234		289
pub.1103260240	2018-07-01	ur.01055403312.05	Coffee and tea drinking in relation to risk of hip fracture in the Singapore Chinese Health Study	10.1016/j.bone.2018.04.010	8756-3282	Elsevier	112	Crit. Rev. Food Sci. Nutr. 46 2 2006	51-57
pub.1105778557	2018-07-01	ur.010107755367.13	Genome‐wide association study of cognitive flexibility assessed by the Wisconsin Card Sorting Test	10.1002/ajmg.b.32642	1552-4841	Wiley	177	5	511-519
pub.1105536822	2018-07-01	ur.012327446541.94	Minimum size for the top jet drop from a bursting bubble	10.1103/physrevfluids.3.074001	2469-9918	American Physical Society (APS)	3	7	074001
pub.1085866266	2018-07-01	ur.01143235167.73	Understanding Magnetic Resonance Imaging of Knee Cartilage Repair: A Focus on Clinical Relevance	10.1177/1947603517710309	1947-6035	SAGE Publications	9	3	223-236
pub.1101499840	2018-07-01	ur.01270440653.75	Cell based therapy enhances activation of ventral premotor cortex to improve recovery following primary motor cortex injury	10.1016/j.expneurol.2018.03.010	0014-4886	Elsevier	305		13-25
pub.1104465844	2018-07-01	ur.01231744511.98	Higher-Order Inter-chromosomal Hubs Shape 3D Genome Organization in the Nucleus	10.1016/j.cell.2018.05.024	0092-8674	Elsevier	174	3	744-757.e24
pub.1106205982	2018-07-01	ur.014025714241.44	Abstract 2534: Single-cell RNA sequencing reveals lung cancer-associated alterations in bronchial cell subpopulations in the mainstem bronchus	10.1158/1538-7445.am2018-2534		American Association for Cancer Research (AACR)			2534-2534
pub.1106206757	2018-07-01	ur.016673343611.67	Abstract 3248: Genomic characterization of premalignant lung squamous cell carcinoma lesions	10.1158/1538-7445.am2018-3248		American Association for Cancer Research (AACR)			3248-3248
pub.1100671984	2018-07-01	ur.01367757061.36	Association of Degree of European Genetic Ancestry With Serum Vitamin D Levels in African Americans.	10.1093/aje/kwy015	0002-9262	Oxford University Press (OUP)	187	7	1420-1423
pub.1105230884	2018-07-01	ur.01006136262.04	Fiber-based visible and near infrared optical coherence tomography (vnOCT) enables quantitative elastic light scattering spectroscopy in human retina.	10.1364/boe.9.003464	2156-7085	The Optical Society	9	7	3464-3480
pub.1106208911	2018-07-01	ur.01367757061.36	Abstract 5247: Aspirin use and estrogen receptor-negative breast cancer risk in African American women	10.1158/1538-7445.am2018-5247		American Association for Cancer Research (AACR)			5247-5247
pub.1100092837	2018-07-01	ur.013163623630.96	Estimated Placental Volume and Gestational Age.	10.1055/s-0037-1615285	0735-1631	Thieme	35	8	748-757
pub.1105532617	2018-07-01	ur.0662704570.83	Industry Evolution Revisited: New Paths and Future Visions	10.5465/ambpp.2018.16612symposium	0065-0668	Academy of Management	2018	1	16612
pub.1101846693	2018-07-01	ur.014076135703.55	A decentralized energy-optimal control framework for connected automated vehicles at signal-free intersections	10.1016/j.automatica.2018.03.056	0005-1098	Elsevier	93	Transportation Research Part C: Emerging Technologies 19 6 2011	244-256
pub.1091749934	2018-07-01	ur.015506251567.48	Clinical characteristics and outcomes in polyarticular septic arthritis	10.1016/j.jbspin.2017.09.001	1169-8446	Elsevier	85	4	469-473
pub.1103850121	2018-07-01	ur.010247325123.07	Racial and Ethnic Disparities in Diagnosis of Chronic Medical Conditions in the USA	10.1007/s11606-018-4471-1	0884-8734	Springer Nature	33	7	1116-1123
pub.1107765540	2018-07-01	ur.0626741142.28||ur.015033062050.58	CHARACTERIZATION OF HUMAN ALZHEIMER’S DISEASE BRAIN-DERIVED EXOSOMES	10.1016/j.jalz.2018.06.2640	1552-5260	Elsevier	14	7	p608
pub.1100822744	2018-07-01	ur.016423170511.33	Predicting Foreground Object Ambiguity and Efficiently Crowdsourcing the Segmentation(s)	10.1007/s11263-018-1065-7	0920-5691	Springer Nature	126	7	714-730
pub.1085464995	2018-07-01	ur.0666506643.78	Psychological Flexibility Mitigates Effects of PTSD Symptoms and Negative Urgency on Aggressive Behavior in Trauma-Exposed Veterans.	10.1037/per0000251	1949-2715	American Psychological Association (APA)	9	4	315-323
pub.1107762467	2018-07-01	ur.015033062050.58	EXOSOMES CONTAINING SPECIFIC TAU OLIGOMER FORMATIONS ACCELERATE PATHOLOGICAL TAU PHOSPHORYLATION IN C57BL/6 MICE	10.1016/j.jalz.2018.06.026	1552-5260	Elsevier	14	7	p275
pub.1105340205	2018-07-01	ur.0633475653.71	Lattice ϕ4 field theory on Riemann manifolds: Numerical tests for the 2D Ising CFT on S2	10.1103/physrevd.98.014502	2470-0010	American Physical Society (APS)	98	1	014502
pub.1105309868	2018-07-03	ur.07370761453.50	Local time extent of magnetopause reconnection X-lines using space–ground coordination	10.5194/angeo-2018-63	0992-7689	Copernicus Publications			1-48
pub.1105017427	2018-07-03	ur.0767651144.84	Resilience of networks with community structure behaves as if under an external field	10.1073/pnas.1801588115	0027-8424	Proceedings of the National Academy of Sciences	115	27	201801588
pub.1101707379	2018-07-03	ur.0700654656.97	A polymorphism in the lysyl oxidase propeptide domain accelerates carcinogen-induced cancer.	10.1093/carcin/bgy045	0143-3334	Oxford University Press (OUP)	39	7	921-930
pub.1101651457	2018-07-04	ur.01327134615.25	Executive Function Mediates the Association Between Toddler Negative Affectivity and Early Academic Achievement	10.1080/10409289.2018.1446880	1040-9289	Taylor & Francis	29	5	1-14
pub.1106987746	2018-07-04	ur.01140514166.67	Mechanistic Elucidation of Two Catalytically Versatile Iron(II)- and α-Ketoglutarate-Dependent Enzymes: Cases Beyond Hydroxylation	10.1080/02603594.2018.1509856	0260-3594	Taylor & Francis	38	4	1-39
pub.1105443311	2018-07-07	ur.0604400047.06	Flexible resonance in prefrontal networks with strong feedback inhibition	10.1101/364729		Cold Spring Harbor Laboratory			364729
pub.1105436828	2018-07-09	ur.0763034260.23	Genome-wide meta-analysis of macronutrient intake of 91,114 European ancestry participants from the cohorts for heart and aging research in genomic epidemiology consortium	10.1038/s41380-018-0079-4	1359-4184	Springer Nature			1-13
pub.1105107899	2018-07-10	ur.01102077505.46	Unusual duplication mutation in a surface loop of human transthyretin leads to an aggressive drug-resistant amyloid disease	10.1073/pnas.1802977115	0027-8424	Proceedings of the National Academy of Sciences	115	28	201802977
pub.1105554725	2018-07-12	ur.013246305556.95	Long-run dynamics of renewable energy consumption on carbon emissions and economic growth in the European union	10.1080/13504509.2018.1492998	1350-4509	Taylor & Francis			1-10
pub.1103323996	2018-07-13	ur.01167701455.69||ur.0746723400.29	Impact of Intervention to Improve Nursing Home Resident-Staff Interactions and Engagement.	10.1093/geront/gny039	0016-9013	Oxford University Press (OUP)	58	4	e291-e301
